ID,Character,Image,Decomposition,Description
480,角,4045290.jpg,Component 角 older 𧢲 from (rem- 用 yòng) and  (rem- ⺈) and  (rem- 肉 ròu). (name- cow-horn 角 jiǎo),(- a cow horn)
481,教,4046993.jpg,Compound 教𤕝𡥈  from hand-action 攵攴 pū and  child 子 zi (not- 孝 xiào) and  (rem+ 爻 yáo characters).,
482,解,4046791.jpg,Compound 解  from knife 刀 dāo and  cow-horn 角 jiǎo and  cow 牜牛 niú.,(- cut horn of cow to analyze)
483,介,4046482.jpg,Component 介 (name- person-separation 介 jiè),(thought to be a man with armor protecting the border) (probably a man )
484,介,4047682.jpg,Component 介 (name- person-separation 介 jiè),(thought to be a man with armor protecting the border) (probably a man )
485,戒,4048127.jpg,Compound 戒  from dagger-ax 戈 gē carried in two-hands-below 廾 gǒng.,
486,戒,4048586.jpg,Compound 戒  from dagger-ax 戈 gē carried in two-hands-below 廾 gǒng.,
487,戒,4048882.jpg,Compound 戒  from dagger-ax 戈 gē carried in two-hands-below 廾 gǒng.,
488,今,4049520.jpg,Component 今 from inverted-mouth 亼 jí and  (rem+ 乛 something spoken out of the mouth). (name- inverted-mouth 今 jīn),(inversion- of 曰-今)
489,尽,4049658.jpg,Component 盡 mutant 䀆 from (rem+ 聿 yù brush handle) and  (rem+ 灬 brush) and  (rem+ 尺 cursive 聿 delete 灬) and  (rem+ ⺀) from bowl 皿 mǐn B052 尽[盡儘] simp 尽. (name- completely (尽)盡 jìn),"(- hand with a cleaning brush cleaning a pot - empty, finished)"
490,尽,4049709.jpg,Component 盡 mutant 䀆 from (rem+ 聿 yù brush handle) and  (rem+ 灬 brush) and  (rem+ 尺 cursive 聿 delete 灬) and  (rem+ ⺀) from bowl 皿 mǐn B052 尽[盡儘] simp 尽. (name- completely (尽)盡 jìn),"(- hand with a cleaning brush cleaning a pot - empty, finished)"
491,尽,4050564.jpg,Component 盡 mutant 䀆 from (rem+ 聿 yù brush handle) and  (rem+ 灬 brush) and  (rem+ 尺 cursive 聿 delete 灬) and  (rem+ ⺀) from bowl 皿 mǐn B052 尽[盡儘] simp 尽. (name- completely (尽)盡 jìn),"(- hand with a cleaning brush cleaning a pot - empty, finished)"
492,晋,4050666.jpg,Component 晉 older 㬜  from two-arrow-arrive 臸 zhī and  mouth-speaking 曰 yuē C279 晋<晉> simp 晋. (name- arrows 晋晉㬜 jìn),(- probably indicating a command)
493,京,4050351.jpg,Component 京 from (rem+ 亠 roof). (name- building 京 jīng),(- a high building)  (- See high-building-gao 高 gāo)
494,京,4051511.jpg,Component 京 from (rem+ 亠 roof). (name- building 京 jīng),(- a high building)  (- See high-building-gao 高 gāo)
495,京,4052468.jpg,Component 京 from (rem+ 亠 roof). (name- building 京 jīng),(- a high building)  (- See high-building-gao 高 gāo)
496,京,4052830.jpg,Component 京 from (rem+ 亠 roof). (name- building 京 jīng),(- a high building)  (- See high-building-gao 高 gāo)
497,晶,4052944.jpg,Compound 晶  from three sun-day 日 rì. (name- three-stars 晶 jīng),
498,晶,4053266.jpg,Compound 晶  from three sun-day 日 rì. (name- three-stars 晶 jīng),
499,晶,4053121.jpg,Compound 晶  from three sun-day 日 rì. (name- three-stars 晶 jīng),
500,晶,4053867.jpg,Compound 晶  from three sun-day 日 rì. (name- three-stars 晶 jīng),
501,井,4054494.jpg,Component 井丼 (name- well 井丼 jǐng),(- a square well)
502,汫,4054949.jpg,Compound 汫  from three-dot-water 氵 shuǐ and  phonetic well 井丼 jǐng.,
503,竞,4054230.jpg,PComponent 競 older 𧫘 from two person 儿 ér and  quarrel 誩 jìng and (not- 音 yīn) A129 竞[競] new-char 竞.,
504,竞,4055820.jpg,PComponent 競 older 𧫘 from two person 儿 ér and  quarrel 誩 jìng and (not- 音 yīn) A129 竞[競] new-char 竞.,
505,竞,4055349.jpg,PComponent 競 older 𧫘 from two person 儿 ér and  quarrel 誩 jìng and (not- 音 yīn) A129 竞[競] new-char 竞.,
506,竞,4055847.jpg,PComponent 競 older 𧫘 from two person 儿 ér and  quarrel 誩 jìng and (not- 音 yīn) A129 竞[競] new-char 竞.,
507,竟,4056249.jpg,PComponent 竟  from person 儿 ér and  mouth-speaking 音 yīn.,(- person has spoken - finally
508,九,4056742.jpg,Component 九 (name- number-nine-hook 九 jiǔ),(- believed to be a hand with a hook)
509,九,4056983.jpg,Component 九 (name- number-nine-hook 九 jiǔ),(- believed to be a hand with a hook)
510,九,4057264.jpg,Component 九 (name- number-nine-hook 九 jiǔ),(- believed to be a hand with a hook)
511,九,4058377.jpg,Component 九 (name- number-nine-hook 九 jiǔ),(- believed to be a hand with a hook)
512,酒,4058959.jpg,Compound 酒  from three-dot-water 氵 shuǐ and  container-jug 酉 yǒu.,
513,旧,4058355.jpg,Compound 舊 from (rem- 旧 jiù) from  bird-egret 雈 huán  (not- 萑 huán) and  phonetic mortar 臼 jiù A130 旧[舊] new-char 旧.,(- possibly an Osprey who comes back to its old nest 臼)
514,旧,4059840.jpg,Compound 舊 from (rem- 旧 jiù) from  bird-egret 雈 huán  (not- 萑 huán) and  phonetic mortar 臼 jiù A130 旧[舊] new-char 旧.,(- possibly an Osprey who comes back to its old nest 臼)
515,咎,4100717.jpg,Compound 咎  from (rem- 卜 bo) from  person 人 rén and  each 各 gè  (not- 昝 zǎn).,Perhaps from a person 人 who goes his own way 各.
516,娵,4100841.jpg,Compound 娵  from female 女 nǚ and  phonetic collect 取 qǔ.,
517,爵,4101183.jpg,Component 爵 older 𢋺  from (rem+ 爫罒 the-jue) and  bowl-of-food 皀 jí and  hand-and-thumb 寸 cùn and (rem- 鹿 the-jue) and  bowl-of-rice 鬯 chàng and  right-hand 又 yòu. (name- ritual-vessel 爵𢋺 jué),
518,爵,4103445.jpg,Component 爵 older 𢋺  from (rem+ 爫罒 the-jue) and  bowl-of-food 皀 jí and  hand-and-thumb 寸 cùn and (rem- 鹿 the-jue) and  bowl-of-rice 鬯 chàng and  right-hand 又 yòu. (name- ritual-vessel 爵𢋺 jué),
519,爵,4104580.jpg,Component 爵 older 𢋺  from (rem+ 爫罒 the-jue) and  bowl-of-food 皀 jí and  hand-and-thumb 寸 cùn and (rem- 鹿 the-jue) and  bowl-of-rice 鬯 chàng and  right-hand 又 yòu. (name- ritual-vessel 爵𢋺 jué),
520,爵,4104301.jpg,Component 爵 older 𢋺  from (rem+ 爫罒 the-jue) and  bowl-of-food 皀 jí and  hand-and-thumb 寸 cùn and (rem- 鹿 the-jue) and  bowl-of-rice 鬯 chàng and  right-hand 又 yòu. (name- ritual-vessel 爵𢋺 jué),
521,君,4105412.jpg,Compound 君  from mouth 口 kǒu and  hand-and-rod 尹 yǐn.,
522,麇,4105414.jpg,Compound 麇麕  from deer 鹿 lù and  (rem- 禾 hé) from  reduced phonetic grain-store-qun 囷 qūn.,
523,亢,4105634.jpg,Component 亢 older 𠕵 (name- person-girding-loins 亢𠕵 kàng),(- a man girding his loins - to resist)
524,尻,4105618.jpg,Compound 尻  from person-squatting 尸 shī and  phonetic number-nine-hook 九 jiǔ.,
525,可,4111439.jpg,Component 可 from mouth 口 kǒu and  (rem+ 丁 dīng hoe) from. (name- chant 可 kě),(- modified 何 original of song 歌 maybe singing as you work - a scythe or hoe from 何) (- see 柯)
526,克,4111370.jpg,Component 克 older 𠅏  from (rem- 古 gǔ)(rem- 儿 ér) C318 剋<尅> A136 克[剋] simp 克. (name- competent 克𠅏 kè),(- unclear see 兢 𠓆)
527,克,4111356.jpg,Component 克 older 𠅏  from (rem- 古 gǔ)(rem- 儿 ér) C318 剋<尅> A136 克[剋] simp 克. (name- competent 克𠅏 kè),(- unclear see 兢 𠓆)
528,克,4112237.jpg,Component 克 older 𠅏  from (rem- 古 gǔ)(rem- 儿 ér) C318 剋<尅> A136 克[剋] simp 克. (name- competent 克𠅏 kè),(- unclear see 兢 𠓆)
529,口,4112965.jpg,Component 口 older 𠙵 (name- mouth 口 kǒu),(- a mouth 90%) (- other origins in 冏啚回杏...) (inversion- 亼 jí 口)
530,叩,4112823.jpg,Compound 敂 from hand-action 攵攴 pū and phonetic mouth-sentence 句 jù C322 叩<敂> simp 叩.,(- 口 pronounced like卩)
531,叩,4112967.jpg,Compound 敂 from hand-action 攵攴 pū and phonetic mouth-sentence 句 jù C322 叩<敂> simp 叩.,(- 口 pronounced like卩)
532,夸,4114795.jpg,Compound 夸 from person-big 大 dà and  related phonetic altar-kui 亏 kuī A139 夸[誇] simp 夸 name- exaggerate 夸 kuā.,
533,困,4116250.jpg,Compound 困  from enclosure 囗 wéi and  tree 木 mù A142 困[睏] simp 困. (name- difficult 困 kùn),(- original 困捆綑) (- a tie 囗 around a plant 木 to make it grow in a certain way)
534,来,4116269.jpg,Component 來 from tree 木 mù and (rem- 入 rù) B056 来[來] new-char 来. (name- plant-harvest-come (来)來 lái),(- fruit hanging on a tree or grain)
535,来,4116608.jpg,Component 來 from tree 木 mù and (rem- 入 rù) B056 来[來] new-char 来. (name- plant-harvest-come (来)來 lái),(- fruit hanging on a tree or grain)
536,婪,4117503.jpg,Compound 婪 from female 女 nǚ and phonetic forest 林 lín C340 婪<惏> simp 婪.,
537,牢,4117600.jpg,Compound 牢  from building 宀 mián and  cow 牜牛 niú. (name- pen-for-cows 牢 láo),(- 宀 a pen)
538,老,4117775.jpg,Component 老 from old-man-remnant 耂 lǎo and  (rem+ 匕 bǐ a-cane). (name- person-old 老 lǎo),(- an old man with long hair-lao 耂 leaning on a cane 匕)
539,老,4118846.jpg,Component 老 from old-man-remnant 耂 lǎo and  (rem+ 匕 bǐ a-cane). (name- person-old 老 lǎo),(- an old man with long hair-lao 耂 leaning on a cane 匕)
540,老,4118574.jpg,Component 老 from old-man-remnant 耂 lǎo and  (rem+ 匕 bǐ a-cane). (name- person-old 老 lǎo),(- an old man with long hair-lao 耂 leaning on a cane 匕)
541,老,4118445.jpg,Component 老 from old-man-remnant 耂 lǎo and  (rem+ 匕 bǐ a-cane). (name- person-old 老 lǎo),(- an old man with long hair-lao 耂 leaning on a cane 匕)
542,老,4118822.jpg,Component 老 from old-man-remnant 耂 lǎo and  (rem+ 匕 bǐ a-cane). (name- person-old 老 lǎo),(- an old man with long hair-lao 耂 leaning on a cane 匕)
543,老,4119769.jpg,Component 老 from old-man-remnant 耂 lǎo and  (rem+ 匕 bǐ a-cane). (name- person-old 老 lǎo),(- an old man with long hair-lao 耂 leaning on a cane 匕)
544,老,4120736.jpg,Component 老 from old-man-remnant 耂 lǎo and  (rem+ 匕 bǐ a-cane). (name- person-old 老 lǎo),(- an old man with long hair-lao 耂 leaning on a cane 匕)
545,乐,4120421.jpg,Component 樂  from two-threads 𢆶 yōu and  (rem- 白 bái) and  tree 木 mù B057 乐[樂] new-char 乐. (name- music (乐)樂 lè),"(- believed to be some drums on a wooden rack, Chinese zither)"
546,雷,4120393.jpg,Compound 靁 mutant 雷  from rain 雨 yǔ and  (rem- 田 tián) from  phonetic three-fields 畾 léi. (name- thunder 雷靁 léi),
547,雷,4121881.jpg,Compound 靁 mutant 雷  from rain 雨 yǔ and  (rem- 田 tián) from  phonetic three-fields 畾 léi. (name- thunder 雷靁 léi),
548,雷,4121137.jpg,Compound 靁 mutant 雷  from rain 雨 yǔ and  (rem- 田 tián) from  phonetic three-fields 畾 léi. (name- thunder 雷靁 léi),
549,雷,4121147.jpg,Compound 靁 mutant 雷  from rain 雨 yǔ and  (rem- 田 tián) from  phonetic three-fields 畾 léi. (name- thunder 雷靁 léi),
550,李,4122520.jpg,Compound 李  from tree 木 mù and  child 子 zi.,(- The child apparently playing beneath the tree)
551,豊,4122518.jpg,Component 豊. (name- drum 豊 lǐ),(- Alternate of 禮 lǐ)  (- in context alternate of drum-feng 豐 fēng) (- drum 豆 with flower and two men hitting on both sides)
552,力,4122107.jpg,Component 力𠠲 (name- strength 力 lì),(- 力 a plow without hand)  (- 耒 a plow with hand) B007 边[邊] B059 历[歷曆] B091 穷[窮] A220 伤[傷]
553,立,4123180.jpg,Component 立 from 𡗓 (name- person-stand 立 lì),(- a man standing up on the ground) (- person standing)
554,利,4123238.jpg,Compound 利𥝢𥝤  from grain 禾 hé and  (rem-刂刀 dāo) from  knife 𠚣勿 wù. (name- plant-reap 利𥝢𥝤 lì),
555,利,4123112.jpg,Compound 利𥝢𥝤  from grain 禾 hé and  (rem-刂刀 dāo) from  knife 𠚣勿 wù. (name- plant-reap 利𥝢𥝤 lì),
556,利,4124943.jpg,Compound 利𥝢𥝤  from grain 禾 hé and  (rem-刂刀 dāo) from  knife 𠚣勿 wù. (name- plant-reap 利𥝢𥝤 lì),
557,利,4124248.jpg,Compound 利𥝢𥝤  from grain 禾 hé and  (rem-刂刀 dāo) from  knife 𠚣勿 wù. (name- plant-reap 利𥝢𥝤 lì),
558,栎,4124338.jpg,Compound 櫟  from tree 木 mù and  phonetic music (乐)樂 lè  simp 栎.,
559,栗,4125287.jpg,Compound 栗㮚𣡼  from (rem+ 覀 fruit) from  tree 木 mù and  fruit 𠧪 tiáo C355 栗<凓慄> simp 栗.,
560,秝,4125927.jpg,Compound 秝  from two grain 禾 hé.,
561,联,4126944.jpg,Compound 聯 from 䏈 from ear 耳 ěr and  (-rem 𢇇 guān) from two-threads (丝)𢇁絲 sī A156 联[聯] new-char 联.,(- maybe to tie 絲 the ear 耳 of a cow or connect braids of hair around the ear)
562,联,4126142.jpg,Compound 聯 from 䏈 from ear 耳 ěr and  (-rem 𢇇 guān) from two-threads (丝)𢇁絲 sī A156 联[聯] new-char 联.,(- maybe to tie 絲 the ear 耳 of a cow or connect braids of hair around the ear)
563,良,4126104.jpg,Component 良良 older 𣌩 (name- building-pavilion 良良𣌩 liáng),(- originally a pavilion) (- 廊郎) (not 皀 jí) (not 饣飠食)  (not 𢓴退𨓤) 㫰 俍 埌 娘 崀 悢 朗 浪 烺 桹 狼 琅 稂 筤 粮 莨 踉 螂蜋 郎郞𨝥郒 酿 锒鋃 阆閬
564,良,4127755.jpg,Component 良良 older 𣌩 (name- building-pavilion 良良𣌩 liáng),(- originally a pavilion) (- 廊郎) (not 皀 jí) (not 饣飠食)  (not 𢓴退𨓤) 㫰 俍 埌 娘 崀 悢 朗 浪 烺 桹 狼 琅 稂 筤 粮 莨 踉 螂蜋 郎郞𨝥郒 酿 锒鋃 阆閬
565,良,4127707.jpg,Component 良良 older 𣌩 (name- building-pavilion 良良𣌩 liáng),(- originally a pavilion) (- 廊郎) (not 皀 jí) (not 饣飠食)  (not 𢓴退𨓤) 㫰 俍 埌 娘 崀 悢 朗 浪 烺 桹 狼 琅 稂 筤 粮 莨 踉 螂蜋 郎郞𨝥郒 酿 锒鋃 阆閬
566,良,4128629.jpg,Component 良良 older 𣌩 (name- building-pavilion 良良𣌩 liáng),(- originally a pavilion) (- 廊郎) (not 皀 jí) (not 饣飠食)  (not 𢓴退𨓤) 㫰 俍 埌 娘 崀 悢 朗 浪 烺 桹 狼 琅 稂 筤 粮 莨 踉 螂蜋 郎郞𨝥郒 酿 锒鋃 阆閬
567,林,4128691.jpg,Compound 林  from three tree 木 mù. (name- double-tree 林 lín),
568,潾,4129206.jpg,Compound 潾  from three-dot-water 氵 shuǐ and  phonetic phosphorus 粦 lín.,
569,霖,4129810.jpg,Compound 霖  from rain 雨 yǔ and  phonetic forest 林 lín.,
570,吝,4129996.jpg,Compound 𠫤𠯌 from 吝 from mouth 口 kǒu and  phonetic culture-cloths 彣文 wén.  (name- stingy 吝𠲲𠫤𠯌 lìn) C366 吝<恡> simp 吝.,The cultured man's 文 mouth 口
571,夌,4130114.jpg,Component 夌  from bottom-foot 夂夊 zhǐ-suī and  (rem+ 圥 lù man jumping). (name- walking-jump 夌 líng),(- unclear remnant from mushroom-lu 圥 lù)
572,姈,4131487.jpg,Compound 姈  from female 女 nǚ and  phonetic give-orders 令 lìng.,
573,霝,4131391.jpg,Component 霝  from rain 雨 yǔ and  related phonetic 𠱠 líng.,𠱠 are rain drops
574,令,4131876.jpg,Compound 令  from inverted-mouth 亼 jí and  (rem- 龴) from person-kneeling 卩 jié. (name- give-orders 令 lìng),
575,柳,4132122.jpg,Compound 柳 variant 栁 older 桺  from tree 木 mù and  (rem- 卯戼 mǎo)(rem- 夘夗 yuàn) from  phonetic giant-jug 丣 yǒu C374 柳<栁桺> simp 柳.,
576,六,4132340.jpg,Component 六 (name- number-six-yurt 六 liù),(6 sided pagoda 廬) (see 圥坴陸夌踛)
577,六,4132569.jpg,Component 六 (name- number-six-yurt 六 liù),(6 sided pagoda 廬) (see 圥坴陸夌踛)
578,六,4133611.jpg,Component 六 (name- number-six-yurt 六 liù),(6 sided pagoda 廬) (see 圥坴陸夌踛)
579,六,4133278.jpg,Component 六 (name- number-six-yurt 六 liù),(6 sided pagoda 廬) (see 圥坴陸夌踛)
580,龙,4133198.jpg,Component 龍 from (rem- ⺝月 yuè) from  ribs 肉 ròu and  (rem+ 立 upside-down-王) B064 龙[龍] new-char 龙. (name- snake-dragon (龙)龍 lóng),(- animal snake with inverted 王 on its head) (- cursive left side 丿 remnant 匕 )
581,龙,4134781.jpg,Component 龍 from (rem- ⺝月 yuè) from  ribs 肉 ròu and  (rem+ 立 upside-down-王) B064 龙[龍] new-char 龙. (name- snake-dragon (龙)龍 lóng),(- animal snake with inverted 王 on its head) (- cursive left side 丿 remnant 匕 )
582,龙,4134721.jpg,Component 龍 from (rem- ⺝月 yuè) from  ribs 肉 ròu and  (rem+ 立 upside-down-王) B064 龙[龍] new-char 龙. (name- snake-dragon (龙)龍 lóng),(- animal snake with inverted 王 on its head) (- cursive left side 丿 remnant 匕 )
583,咙,4134646.jpg,Compound 嚨  from mouth 口 kǒu and  phonetic snake-dragon (龙)龍 lóng  simp 咙.,
584,咙,4135809.jpg,Compound 嚨  from mouth 口 kǒu and  phonetic snake-dragon (龙)龍 lóng  simp 咙.,
585,咙,4135779.jpg,Compound 嚨  from mouth 口 kǒu and  phonetic snake-dragon (龙)龍 lóng  simp 咙.,
586,咙,4135258.jpg,Compound 嚨  from mouth 口 kǒu and  phonetic snake-dragon (龙)龍 lóng  simp 咙.,
587,咙,4136590.jpg,Compound 嚨  from mouth 口 kǒu and  phonetic snake-dragon (龙)龍 lóng  simp 咙.,
588,泷,4137665.jpg,Compound 瀧  from three-dot-water 氵 shuǐ and  phonetic snake-dragon (龙)龍 lóng  simp 泷.,
589,泷,4138149.jpg,Compound 瀧  from three-dot-water 氵 shuǐ and  phonetic snake-dragon (龙)龍 lóng  simp 泷.,
590,卢,4138630.jpg,Component 盧 𥃈 from bowl 皿 mǐn and  related phonetic container 𧆨𧇄𧆣 lú  B066 卢[盧] new-char 卢. name- container (卢)盧 lú,F033 (户)戶  A168 庐[廬](户)盧 A169 芦[蘆](户)盧 A170 炉[爐](户)盧 A172 驴[驢](户)盧 B066 卢[盧](卢)盧 (垆)壚 (泸)瀘 (栌)櫨 (胪)臚 (舻)艫 (轳)轤 (𬬻)鑪 (颅)顱 (鲈)鱸 (鸬鸕 (not- 戸)
591,卢,4138975.jpg,Component 盧 𥃈 from bowl 皿 mǐn and  related phonetic container 𧆨𧇄𧆣 lú  B066 卢[盧] new-char 卢. name- container (卢)盧 lú,F033 (户)戶  A168 庐[廬](户)盧 A169 芦[蘆](户)盧 A170 炉[爐](户)盧 A172 驴[驢](户)盧 B066 卢[盧](卢)盧 (垆)壚 (泸)瀘 (栌)櫨 (胪)臚 (舻)艫 (轳)轤 (𬬻)鑪 (颅)顱 (鲈)鱸 (鸬鸕 (not- 戸)
592,卢,4139649.jpg,Component 盧 𥃈 from bowl 皿 mǐn and  related phonetic container 𧆨𧇄𧆣 lú  B066 卢[盧] new-char 卢. name- container (卢)盧 lú,F033 (户)戶  A168 庐[廬](户)盧 A169 芦[蘆](户)盧 A170 炉[爐](户)盧 A172 驴[驢](户)盧 B066 卢[盧](卢)盧 (垆)壚 (泸)瀘 (栌)櫨 (胪)臚 (舻)艫 (轳)轤 (𬬻)鑪 (颅)顱 (鲈)鱸 (鸬鸕 (not- 戸)
593,卢,4139266.jpg,Component 盧 𥃈 from bowl 皿 mǐn and  related phonetic container 𧆨𧇄𧆣 lú  B066 卢[盧] new-char 卢. name- container (卢)盧 lú,F033 (户)戶  A168 庐[廬](户)盧 A169 芦[蘆](户)盧 A170 炉[爐](户)盧 A172 驴[驢](户)盧 B066 卢[盧](卢)盧 (垆)壚 (泸)瀘 (栌)櫨 (胪)臚 (舻)艫 (轳)轤 (𬬻)鑪 (颅)顱 (鲈)鱸 (鸬鸕 (not- 戸)
594,卢,4140474.jpg,Component 盧 𥃈 from bowl 皿 mǐn and  related phonetic container 𧆨𧇄𧆣 lú  B066 卢[盧] new-char 卢. name- container (卢)盧 lú,F033 (户)戶  A168 庐[廬](户)盧 A169 芦[蘆](户)盧 A170 炉[爐](户)盧 A172 驴[驢](户)盧 B066 卢[盧](卢)盧 (垆)壚 (泸)瀘 (栌)櫨 (胪)臚 (舻)艫 (轳)轤 (𬬻)鑪 (颅)顱 (鲈)鱸 (鸬鸕 (not- 戸)
